Candidat_ID,Sexe,Age,Annees_Experience,Mention_Bac,Mention_Licence,Specialite_Licence,Diplome_Superieur,Langues_Parlees,Connaissance_Softwares,experience_management,Stage_Effectue,Recrute
2837,F,28,13,Passable,Bien,Informatique,Licence,3,1,11,0,0
2838,F,31,4,Passable,Passable,Droit,Master,1,5,0,0,0
2839,F,26,15,Très Bien,Assez Bien,Informatique,Bac,3,4,10,0,1
2840,H,36,12,Passable,Bien,Informatique,Master,3,5,8,1,0
2841,F,33,0,Assez Bien,Passable,Gestion,Licence,4,4,0,1,1
2842,F,40,6,Assez Bien,Très Bien,Marketing,Doctorat,1,5,5,0,0
2843,F,20,13,Assez Bien,Assez Bien,Marketing,Licence,4,1,12,1,0
2844,F,22,6,Très Bien,Assez Bien,Droit,Bac,4,4,4,0,0
2845,H,36,3,Assez Bien,Passable,Sciences,Master,2,4,2,0,1
2846,F,28,13,Assez Bien,Très Bien,Informatique,Bac,3,4,2,0,0
2847,F,37,14,Bien,Passable,Gestion,Doctorat,4,5,4,0,1
2848,F,28,10,Passable,Bien,Gestion,Licence,4,1,7,0,1
2849,F,40,3,Passable,Passable,Sciences,Licence,4,1,1,1,1
2850,F,24,5,Assez Bien,Passable,Informatique,Doctorat,3,3,2,1,1
2851,H,40,8,Très Bien,Très Bien,Informatique,Licence,3,1,1,1,1
2852,F,28,15,Bien,Bien,Sciences,Bac,3,2,1,0,0
2853,F,29,10,Très Bien,Passable,Marketing,Doctorat,2,4,10,1,1
2854,H,33,4,Très Bien,Assez Bien,Droit,Master,2,5,2,1,0
2855,F,26,0,Assez Bien,Passable,Droit,Doctorat,1,4,0,1,1
2856,H,27,7,Assez Bien,Passable,Informatique,Licence,4,2,4,1,1
2857,H,31,6,Assez Bien,Très Bien,Droit,Master,1,4,3,0,0
2858,H,26,6,Passable,Très Bien,Droit,Master,2,2,6,1,1
2859,H,40,1,Passable,Très Bien,Marketing,Licence,2,1,1,0,1
2860,H,34,13,Très Bien,Bien,Gestion,Doctorat,3,3,13,1,1
2861,H,36,13,Assez Bien,Assez Bien,Gestion,Bac,4,5,0,0,0
2862,F,36,8,Passable,Bien,Droit,Doctorat,2,5,3,0,1
2863,H,36,6,Assez Bien,Assez Bien,Gestion,Master,4,2,6,1,1
2864,H,37,3,Passable,Passable,Informatique,Licence,1,3,1,0,0
2865,H,27,5,Très Bien,Assez Bien,Sciences,Master,1,3,4,0,0
2866,F,20,13,Passable,Passable,Gestion,Master,1,2,3,1,0
2867,F,38,6,Assez Bien,Assez Bien,Marketing,Bac,3,5,2,0,1
2868,F,37,3,Passable,Assez Bien,Droit,Master,2,5,3,0,1
2869,F,31,3,Passable,Assez Bien,Informatique,Bac,2,3,0,1,0
2870,F,27,2,Bien,Très Bien,Informatique,Licence,1,5,2,1,1
2871,F,26,12,Bien,Passable,Informatique,Master,3,1,7,0,1
2872,F,31,12,Assez Bien,Bien,Gestion,Bac,3,3,5,0,1
2873,H,23,3,Bien,Assez Bien,Gestion,Bac,2,5,0,1,1
2874,F,36,14,Très Bien,Très Bien,Marketing,Doctorat,2,1,12,1,0
2875,F,32,10,Assez Bien,Très Bien,Informatique,Licence,2,2,5,0,0
2876,F,39,6,Très Bien,Très Bien,Marketing,Master,2,1,0,0,1
2877,H,28,5,Bien,Passable,Sciences,Master,4,4,3,0,1
2878,F,34,9,Assez Bien,Assez Bien,Informatique,Bac,4,4,0,0,0
2879,F,38,12,Assez Bien,Passable,Gestion,Doctorat,1,5,10,1,0
2880,H,40,10,Très Bien,Très Bien,Sciences,Licence,4,4,1,1,1
2881,H,21,14,Bien,Assez Bien,Informatique,Doctorat,2,4,6,1,1
2882,F,22,7,Bien,Passable,Gestion,Master,3,1,3,1,0
2883,H,38,4,Assez Bien,Passable,Informatique,Licence,4,3,0,0,0
2884,F,24,8,Très Bien,Assez Bien,Marketing,Bac,4,5,5,0,0
2885,H,35,12,Passable,Passable,Sciences,Master,4,5,10,1,1
2886,H,31,11,Très Bien,Passable,Droit,Bac,3,3,10,0,1
2887,F,38,2,Très Bien,Passable,Sciences,Master,3,1,2,0,1
2888,F,23,0,Très Bien,Bien,Marketing,Master,2,2,0,0,1
2889,F,32,14,Bien,Assez Bien,Gestion,Licence,3,2,13,1,0
2890,H,27,10,Passable,Passable,Informatique,Licence,4,3,8,0,1
2891,H,22,4,Bien,Passable,Sciences,Bac,4,5,2,1,1
2892,F,21,13,Bien,Passable,Gestion,Doctorat,3,1,1,0,1
2893,H,26,0,Passable,Très Bien,Informatique,Master,4,4,0,1,0
2894,H,27,8,Passable,Assez Bien,Sciences,Doctorat,2,4,4,0,1
2895,H,30,9,Passable,Très Bien,Marketing,Doctorat,4,5,2,1,1
2896,H,21,3,Bien,Bien,Marketing,Bac,4,5,3,1,1
2897,F,27,4,Assez Bien,Passable,Droit,Doctorat,3,3,4,1,1
2898,H,24,11,Bien,Passable,Droit,Licence,4,3,8,1,0
2899,H,33,12,Très Bien,Très Bien,Sciences,Licence,1,2,11,0,0
2900,H,32,1,Passable,Assez Bien,Marketing,Bac,1,3,0,0,0
2901,H,40,13,Passable,Assez Bien,Informatique,Bac,4,4,4,0,1
2902,F,35,1,Passable,Passable,Marketing,Licence,3,1,1,0,0
2903,F,37,3,Très Bien,Assez Bien,Gestion,Doctorat,3,1,0,0,1
2904,H,31,15,Passable,Bien,Marketing,Master,3,4,3,1,0
2905,F,26,1,Assez Bien,Passable,Marketing,Master,4,2,0,0,0
2906,H,29,4,Assez Bien,Très Bien,Informatique,Licence,3,4,2,0,0
2907,H,34,11,Très Bien,Très Bien,Sciences,Licence,2,5,6,0,0
2908,F,29,5,Assez Bien,Bien,Informatique,Doctorat,2,5,2,1,0
2909,F,20,8,Passable,Très Bien,Droit,Bac,4,1,4,0,0
2910,F,34,15,Très Bien,Très Bien,Marketing,Doctorat,2,5,9,1,1
2911,F,28,8,Assez Bien,Passable,Gestion,Licence,3,5,0,0,1
2912,F,35,10,Passable,Assez Bien,Informatique,Master,3,1,8,1,1
2913,H,22,1,Passable,Assez Bien,Sciences,Master,2,2,1,1,1
2914,H,21,11,Très Bien,Bien,Droit,Licence,4,1,9,1,1
2915,F,20,9,Bien,Très Bien,Gestion,Master,3,1,0,0,1
2916,F,40,2,Bien,Assez Bien,Gestion,Master,4,1,1,0,1
2917,H,37,9,Assez Bien,Très Bien,Informatique,Licence,3,1,7,1,0
2918,F,22,1,Assez Bien,Très Bien,Sciences,Bac,4,1,1,0,0
2919,F,38,3,Bien,Passable,Gestion,Licence,4,4,1,1,0
2920,H,27,2,Très Bien,Assez Bien,Gestion,Master,4,1,1,0,1
2921,H,27,10,Passable,Assez Bien,Marketing,Licence,1,4,0,0,0
2922,F,34,4,Passable,Assez Bien,Droit,Master,4,1,4,1,1
2923,F,39,4,Passable,Bien,Droit,Master,2,1,2,1,0
2924,H,40,0,Assez Bien,Passable,Marketing,Bac,3,5,0,0,0
2925,F,31,15,Très Bien,Assez Bien,Informatique,Master,3,2,4,1,1
2926,F,32,2,Bien,Bien,Informatique,Doctorat,2,1,1,0,1
2927,F,22,4,Passable,Passable,Gestion,Master,4,2,1,1,0
2928,F,35,14,Bien,Bien,Marketing,Doctorat,2,2,11,0,1
2929,F,36,4,Très Bien,Assez Bien,Marketing,Bac,1,2,2,0,0
2930,H,21,12,Passable,Bien,Gestion,Bac,3,5,5,1,1
2931,H,32,9,Passable,Bien,Marketing,Licence,2,5,1,1,1
2932,F,27,10,Assez Bien,Assez Bien,Sciences,Licence,1,1,5,0,1
2933,H,39,5,Bien,Passable,Sciences,Licence,1,2,4,1,0
2934,F,37,0,Passable,Bien,Informatique,Licence,2,5,0,1,0
2935,F,27,2,Bien,Très Bien,Gestion,Bac,2,1,1,0,0
2936,H,38,7,Bien,Bien,Marketing,Master,2,1,7,0,0
2937,F,36,6,Très Bien,Passable,Gestion,Master,4,5,0,0,0
2938,F,38,11,Très Bien,Très Bien,Marketing,Master,4,1,1,1,0
2939,H,24,0,Bien,Bien,Gestion,Bac,1,4,0,0,0
2940,H,22,13,Bien,Très Bien,Droit,Master,2,5,9,1,0
2941,F,20,15,Très Bien,Assez Bien,Droit,Bac,2,4,2,1,0
2942,H,38,15,Passable,Bien,Sciences,Bac,1,5,3,1,0
2943,H,21,5,Passable,Bien,Gestion,Doctorat,2,1,2,0,0
2944,H,34,4,Assez Bien,Passable,Droit,Licence,1,4,0,0,0
2945,H,32,0,Bien,Assez Bien,Marketing,Bac,1,1,0,1,0
2946,H,36,15,Très Bien,Bien,Informatique,Doctorat,1,4,13,1,0
2947,F,30,11,Passable,Assez Bien,Marketing,Master,2,4,5,0,1
2948,F,34,14,Très Bien,Passable,Marketing,Bac,4,4,4,1,1
2949,F,34,4,Assez Bien,Passable,Droit,Doctorat,1,3,1,1,1
2950,F,28,14,Très Bien,Passable,Gestion,Licence,2,5,10,1,0
2951,H,27,9,Très Bien,Très Bien,Gestion,Bac,4,5,6,0,1
2952,F,33,15,Bien,Bien,Sciences,Licence,1,5,8,0,1
2953,H,30,15,Bien,Très Bien,Marketing,Licence,1,5,3,1,1
2954,H,40,9,Assez Bien,Bien,Marketing,Licence,3,4,7,1,1
2955,H,31,2,Passable,Bien,Marketing,Licence,2,1,0,1,0
2956,F,40,0,Passable,Bien,Sciences,Master,3,3,0,0,0
2957,F,22,4,Passable,Bien,Marketing,Licence,2,2,0,0,0
2958,F,25,2,Assez Bien,Très Bien,Droit,Doctorat,1,4,0,0,0
2959,F,26,0,Bien,Très Bien,Sciences,Doctorat,1,2,0,1,0
2960,F,23,3,Bien,Passable,Informatique,Doctorat,3,1,1,1,0
2961,H,27,14,Assez Bien,Passable,Informatique,Master,3,3,5,1,0
2962,F,38,12,Bien,Passable,Gestion,Licence,4,1,7,1,1
2963,H,33,13,Assez Bien,Bien,Informatique,Master,4,2,5,0,0
2964,H,20,0,Assez Bien,Passable,Sciences,Bac,3,1,0,1,1
2965,H,29,14,Passable,Assez Bien,Informatique,Master,1,5,14,0,0
2966,H,28,3,Passable,Bien,Marketing,Master,4,1,3,0,1
2967,H,33,1,Assez Bien,Bien,Sciences,Master,4,3,1,0,0
2968,F,35,15,Assez Bien,Assez Bien,Informatique,Bac,3,5,5,1,1
2969,H,21,12,Très Bien,Assez Bien,Sciences,Bac,1,4,1,1,0
2970,F,40,7,Bien,Très Bien,Droit,Bac,2,4,5,0,0
2971,F,25,6,Assez Bien,Bien,Informatique,Doctorat,1,2,5,0,0
2972,F,38,8,Assez Bien,Assez Bien,Droit,Doctorat,1,3,3,1,0
2973,F,36,13,Très Bien,Assez Bien,Sciences,Master,2,2,11,0,0
2974,H,23,13,Très Bien,Passable,Informatique,Master,1,4,2,1,0
2975,F,26,2,Passable,Très Bien,Droit,Bac,4,5,1,0,0
2976,F,25,15,Assez Bien,Bien,Droit,Licence,3,4,13,1,1
2977,H,37,7,Assez Bien,Passable,Gestion,Licence,1,3,5,0,0
2978,F,27,11,Très Bien,Assez Bien,Droit,Master,3,5,10,0,1
2979,H,20,4,Bien,Passable,Sciences,Licence,2,1,3,0,0
2980,F,33,12,Bien,Passable,Marketing,Doctorat,3,1,7,1,1
2981,F,29,4,Passable,Très Bien,Informatique,Master,3,1,4,1,0
2982,F,28,0,Très Bien,Passable,Gestion,Bac,1,2,0,0,0
2983,F,35,2,Très Bien,Très Bien,Droit,Master,2,3,1,1,0
2984,F,33,6,Très Bien,Assez Bien,Gestion,Doctorat,2,2,1,1,1
2985,H,39,0,Assez Bien,Très Bien,Informatique,Bac,2,3,0,1,0
2986,H,31,9,Très Bien,Passable,Droit,Master,4,2,4,1,1
2987,H,23,2,Bien,Bien,Droit,Master,1,5,1,0,0
2988,H,22,14,Assez Bien,Assez Bien,Marketing,Licence,2,3,12,1,0
2989,H,33,9,Très Bien,Très Bien,Droit,Bac,1,4,4,1,1
2990,H,23,1,Très Bien,Passable,Informatique,Doctorat,3,1,1,0,0
2991,F,22,15,Assez Bien,Passable,Droit,Bac,3,2,14,0,1
2992,F,22,7,Très Bien,Très Bien,Marketing,Doctorat,2,5,2,1,0
2993,H,30,6,Assez Bien,Assez Bien,Gestion,Master,4,4,5,1,1
2994,F,37,0,Bien,Très Bien,Droit,Doctorat,3,4,0,0,0
2995,H,39,12,Assez Bien,Assez Bien,Droit,Master,2,4,3,0,1
2996,F,25,6,Assez Bien,Bien,Marketing,Bac,3,3,5,1,1
2997,F,26,3,Très Bien,Bien,Marketing,Bac,2,1,2,0,1
2998,H,23,1,Très Bien,Bien,Informatique,Bac,3,2,0,0,1
2999,H,32,12,Très Bien,Très Bien,Droit,Bac,4,1,11,0,0
3000,H,37,13,Très Bien,Très Bien,Droit,Doctorat,3,1,7,0,1
3001,F,34,2,Bien,Bien,Marketing,Master,1,4,2,1,0
3002,F,39,14,Passable,Assez Bien,Marketing,Licence,3,4,1,0,1
3003,H,22,10,Assez Bien,Bien,Informatique,Licence,2,1,0,1,1
3004,F,38,5,Assez Bien,Assez Bien,Marketing,Licence,1,3,3,1,1
3005,F,23,2,Bien,Très Bien,Gestion,Licence,1,2,0,0,0
3006,F,32,1,Assez Bien,Très Bien,Gestion,Bac,1,1,0,1,1
3007,H,24,2,Assez Bien,Bien,Sciences,Licence,2,4,2,0,0
3008,F,28,8,Très Bien,Passable,Informatique,Bac,1,3,1,0,1
3009,F,20,12,Assez Bien,Bien,Marketing,Licence,2,3,5,0,1
3010,F,32,9,Assez Bien,Très Bien,Marketing,Licence,4,4,2,0,0
3011,H,35,4,Assez Bien,Bien,Sciences,Bac,2,2,0,1,1
3012,F,28,0,Bien,Très Bien,Informatique,Doctorat,2,5,0,1,1
3013,F,27,9,Très Bien,Assez Bien,Informatique,Doctorat,4,5,3,0,0
3014,F,24,7,Très Bien,Bien,Informatique,Master,4,4,5,0,0
3015,F,38,8,Très Bien,Très Bien,Droit,Licence,3,4,1,0,0
3016,H,20,15,Passable,Passable,Gestion,Master,1,1,12,1,1
3017,F,20,0,Bien,Bien,Informatique,Doctorat,2,1,0,1,1
3018,H,37,1,Assez Bien,Très Bien,Gestion,Bac,3,5,1,1,1
3019,F,38,11,Assez Bien,Assez Bien,Marketing,Bac,2,2,8,0,0
3020,H,35,15,Bien,Bien,Marketing,Master,3,3,1,1,1
3021,H,38,12,Bien,Très Bien,Droit,Doctorat,2,5,1,0,0
3022,H,35,4,Très Bien,Assez Bien,Informatique,Bac,4,5,1,1,1
3023,H,20,9,Assez Bien,Passable,Marketing,Doctorat,2,4,6,0,1
3024,H,29,7,Bien,Très Bien,Sciences,Master,3,2,1,0,1
3025,F,28,4,Bien,Assez Bien,Sciences,Bac,3,4,2,0,0
3026,F,28,15,Bien,Bien,Gestion,Bac,4,5,14,1,0
3027,H,32,4,Assez Bien,Bien,Sciences,Master,2,4,4,1,1
3028,H,33,5,Passable,Assez Bien,Informatique,Bac,1,5,4,0,1
3029,F,32,6,Très Bien,Bien,Marketing,Licence,3,2,0,1,0
3030,F,38,4,Très Bien,Passable,Sciences,Doctorat,4,4,2,1,1
3031,F,22,10,Très Bien,Très Bien,Gestion,Master,3,4,10,0,0
3032,F,30,15,Très Bien,Assez Bien,Gestion,Bac,3,2,10,1,1
3033,F,26,5,Très Bien,Très Bien,Informatique,Bac,1,2,3,1,1
3034,F,28,7,Passable,Bien,Droit,Licence,1,5,3,0,0
3035,H,24,2,Très Bien,Assez Bien,Marketing,Doctorat,2,1,2,0,1
3036,H,25,8,Passable,Passable,Sciences,Master,1,3,7,0,1
3037,F,26,9,Passable,Assez Bien,Sciences,Bac,2,5,7,0,1
3038,H,35,9,Très Bien,Bien,Gestion,Licence,1,5,5,1,0
3039,F,33,10,Assez Bien,Bien,Marketing,Licence,1,4,9,1,0
3040,F,38,5,Bien,Assez Bien,Informatique,Licence,3,4,0,0,1
3041,F,38,10,Passable,Très Bien,Informatique,Master,4,5,5,1,1
3042,H,29,11,Passable,Assez Bien,Gestion,Licence,1,3,9,0,0
3043,F,24,12,Passable,Passable,Droit,Licence,2,3,8,0,1
3044,H,35,1,Assez Bien,Bien,Informatique,Master,2,4,0,0,0
3045,H,39,15,Très Bien,Assez Bien,Sciences,Licence,1,3,3,0,0
3046,H,37,12,Très Bien,Passable,Sciences,Bac,2,3,3,1,0
3047,F,37,1,Bien,Bien,Gestion,Bac,2,3,0,1,0
3048,H,32,8,Passable,Assez Bien,Sciences,Licence,3,4,4,1,0
3049,F,31,13,Bien,Assez Bien,Informatique,Doctorat,1,1,6,0,0
3050,F,31,9,Passable,Assez Bien,Gestion,Bac,4,4,6,1,1
3051,H,40,7,Bien,Très Bien,Informatique,Licence,1,2,1,1,0
3052,F,33,3,Passable,Bien,Marketing,Master,2,2,1,1,0
3053,H,27,9,Assez Bien,Très Bien,Marketing,Bac,2,2,6,0,0
3054,F,25,10,Passable,Passable,Droit,Master,4,4,9,1,0
3055,H,31,4,Passable,Passable,Marketing,Bac,4,3,4,0,0
3056,F,20,7,Bien,Très Bien,Marketing,Doctorat,4,1,0,1,1
3057,F,39,9,Bien,Très Bien,Droit,Bac,4,5,7,1,1
3058,F,23,3,Assez Bien,Très Bien,Sciences,Master,4,2,0,0,0
3059,F,35,9,Très Bien,Bien,Gestion,Master,4,5,6,1,0
3060,F,32,10,Bien,Passable,Droit,Master,3,3,10,0,0
3061,F,33,5,Très Bien,Bien,Sciences,Bac,1,1,0,0,0
3062,F,22,15,Bien,Bien,Informatique,Bac,1,3,10,0,0
3063,F,20,11,Passable,Très Bien,Sciences,Master,2,2,7,1,0
3064,F,31,8,Passable,Très Bien,Sciences,Licence,1,2,6,1,0
3065,H,22,12,Assez Bien,Assez Bien,Gestion,Master,1,1,12,0,0
3066,H,22,12,Très Bien,Passable,Marketing,Bac,2,3,0,1,0
3067,H,39,4,Passable,Bien,Droit,Licence,2,4,1,0,0
3068,F,23,14,Très Bien,Très Bien,Informatique,Master,2,1,13,0,0
3069,F,28,14,Très Bien,Assez Bien,Droit,Licence,1,2,6,0,1
3070,F,28,12,Assez Bien,Passable,Droit,Doctorat,2,1,10,0,0
3071,H,23,10,Passable,Passable,Gestion,Licence,3,1,7,1,0
3072,H,32,3,Assez Bien,Bien,Marketing,Master,1,2,3,0,1
3073,H,26,13,Assez Bien,Passable,Sciences,Master,1,4,13,1,0
3074,F,23,7,Passable,Très Bien,Informatique,Bac,3,3,5,1,0
3075,F,20,13,Bien,Bien,Informatique,Master,2,5,7,1,0
3076,F,25,8,Bien,Assez Bien,Gestion,Doctorat,4,5,5,1,1
3077,H,37,10,Très Bien,Assez Bien,Informatique,Licence,4,2,6,1,0
3078,H,38,6,Bien,Passable,Droit,Doctorat,1,3,3,1,1
3079,F,26,0,Passable,Assez Bien,Marketing,Doctorat,3,1,0,1,0
3080,H,24,11,Passable,Passable,Gestion,Master,2,2,3,0,0
3081,H,38,5,Bien,Très Bien,Gestion,Licence,2,1,4,0,0
3082,F,25,14,Passable,Très Bien,Marketing,Master,3,2,10,0,1
3083,F,34,0,Très Bien,Passable,Marketing,Bac,1,3,0,1,0
3084,F,36,8,Très Bien,Bien,Marketing,Licence,2,5,6,1,1
3085,F,34,10,Très Bien,Passable,Sciences,Doctorat,2,2,6,0,1
3086,H,35,15,Bien,Passable,Sciences,Doctorat,4,2,15,1,1
3087,H,34,4,Bien,Passable,Gestion,Doctorat,2,2,2,1,1
3088,F,33,13,Passable,Très Bien,Marketing,Master,3,5,2,0,0
3089,H,39,11,Bien,Très Bien,Informatique,Licence,1,3,10,1,0
3090,F,25,8,Assez Bien,Assez Bien,Gestion,Licence,4,2,0,0,1
3091,F,35,4,Très Bien,Assez Bien,Marketing,Doctorat,4,5,2,0,1
3092,F,29,13,Passable,Très Bien,Gestion,Licence,3,2,0,1,1
3093,H,23,5,Assez Bien,Bien,Informatique,Bac,2,1,2,0,0
3094,F,25,2,Assez Bien,Passable,Informatique,Master,1,3,2,1,1
3095,H,20,4,Passable,Très Bien,Sciences,Doctorat,4,2,3,1,1
3096,H,32,6,Très Bien,Très Bien,Marketing,Licence,4,5,0,0,0
3097,F,33,15,Passable,Assez Bien,Informatique,Doctorat,3,5,14,0,1
3098,F,25,1,Assez Bien,Bien,Droit,Doctorat,1,4,1,0,0
3099,H,22,10,Bien,Très Bien,Gestion,Licence,3,2,2,1,0
3100,F,40,10,Bien,Bien,Droit,Bac,4,3,8,0,0
3101,F,36,3,Très Bien,Passable,Sciences,Doctorat,1,1,0,0,1
3102,F,31,13,Très Bien,Passable,Marketing,Master,4,1,3,0,1
3103,F,39,4,Passable,Très Bien,Gestion,Master,3,4,2,1,1
3104,H,26,3,Passable,Très Bien,Droit,Licence,1,2,2,1,1
3105,H,39,10,Passable,Très Bien,Marketing,Bac,3,3,9,1,1
3106,H,24,2,Passable,Assez Bien,Informatique,Licence,4,5,2,0,1
3107,F,32,9,Passable,Bien,Marketing,Bac,4,5,5,1,1
3108,F,26,1,Assez Bien,Très Bien,Informatique,Bac,1,5,1,0,0
3109,H,38,0,Passable,Assez Bien,Sciences,Bac,2,2,0,1,1
3110,F,24,14,Très Bien,Passable,Marketing,Master,4,3,7,1,0
3111,F,29,14,Bien,Assez Bien,Informatique,Bac,3,3,1,1,0
3112,H,20,12,Assez Bien,Bien,Sciences,Doctorat,3,1,2,0,1
3113,F,25,3,Passable,Assez Bien,Sciences,Bac,3,4,1,1,1
3114,F,28,2,Assez Bien,Très Bien,Informatique,Bac,1,3,0,0,0
3115,F,27,0,Passable,Passable,Droit,Doctorat,2,4,0,1,1
3116,F,25,5,Très Bien,Assez Bien,Informatique,Doctorat,3,2,4,0,1
3117,F,30,5,Assez Bien,Très Bien,Droit,Bac,2,4,0,0,0
3118,F,25,8,Bien,Bien,Marketing,Doctorat,2,1,3,1,0
3119,F,40,9,Passable,Très Bien,Gestion,Master,2,1,9,1,1
3120,F,36,2,Très Bien,Passable,Sciences,Doctorat,4,2,1,0,1
3121,F,28,9,Passable,Bien,Marketing,Bac,1,2,1,0,0
3122,H,34,2,Assez Bien,Passable,Marketing,Doctorat,4,4,0,1,1
3123,H,26,11,Bien,Assez Bien,Droit,Licence,1,2,1,0,0
3124,H,39,0,Très Bien,Assez Bien,Gestion,Bac,3,3,0,0,0
3125,F,39,1,Très Bien,Assez Bien,Sciences,Licence,3,2,0,1,0
3126,H,28,9,Assez Bien,Assez Bien,Gestion,Licence,4,1,0,1,0
3127,H,35,2,Assez Bien,Passable,Marketing,Licence,3,4,1,0,0
3128,F,37,15,Bien,Assez Bien,Sciences,Bac,3,4,0,0,1
3129,F,20,13,Passable,Très Bien,Gestion,Master,3,3,8,1,1
3130,F,26,11,Très Bien,Bien,Informatique,Master,4,3,2,1,0
3131,H,26,8,Assez Bien,Très Bien,Sciences,Licence,1,4,4,0,0
3132,F,36,10,Assez Bien,Passable,Gestion,Licence,2,2,4,1,1
3133,H,30,1,Très Bien,Passable,Droit,Master,4,2,1,0,1
3134,H,38,3,Très Bien,Très Bien,Informatique,Master,1,2,2,0,1
3135,F,26,11,Assez Bien,Assez Bien,Informatique,Licence,3,5,8,0,0
3136,F,36,1,Bien,Assez Bien,Droit,Master,2,5,1,1,0
3137,F,21,10,Très Bien,Passable,Marketing,Master,4,3,6,1,0
3138,H,26,3,Assez Bien,Assez Bien,Sciences,Licence,2,4,1,1,0
3139,F,37,5,Assez Bien,Très Bien,Gestion,Doctorat,1,3,3,1,0
3140,H,37,5,Très Bien,Bien,Sciences,Master,4,3,3,1,0
3141,F,38,10,Bien,Très Bien,Droit,Bac,3,5,5,0,0
3142,F,39,0,Passable,Bien,Droit,Doctorat,4,2,0,1,1
3143,F,27,8,Très Bien,Assez Bien,Informatique,Doctorat,4,1,1,1,1
3144,H,36,8,Passable,Bien,Droit,Doctorat,3,5,7,0,0
3145,H,32,10,Très Bien,Passable,Informatique,Doctorat,2,3,7,1,0
3146,F,28,4,Très Bien,Très Bien,Marketing,Bac,3,5,2,0,1
3147,F,32,8,Très Bien,Passable,Gestion,Master,4,5,5,0,0
3148,F,38,12,Très Bien,Bien,Informatique,Doctorat,3,3,0,1,0
3149,F,39,8,Assez Bien,Très Bien,Marketing,Doctorat,4,4,6,1,0
3150,H,40,7,Passable,Assez Bien,Sciences,Bac,3,4,7,1,1
3151,F,33,5,Bien,Passable,Sciences,Doctorat,1,2,2,1,0
3152,H,39,10,Passable,Bien,Marketing,Doctorat,1,3,1,1,1
3153,F,34,2,Passable,Bien,Informatique,Master,1,4,1,0,0
3154,H,26,6,Bien,Assez Bien,Marketing,Master,2,3,1,0,0
3155,F,32,14,Passable,Bien,Sciences,Master,3,1,6,0,0
3156,F,31,15,Très Bien,Passable,Sciences,Licence,4,5,8,1,0
3157,H,33,2,Bien,Très Bien,Marketing,Master,4,1,1,0,1
3158,H,33,15,Assez Bien,Très Bien,Sciences,Doctorat,2,4,12,1,1
3159,F,40,11,Très Bien,Assez Bien,Marketing,Bac,2,2,6,0,0
3160,F,39,10,Bien,Bien,Informatique,Licence,1,4,5,0,1
3161,F,27,0,Assez Bien,Très Bien,Sciences,Licence,3,5,0,0,1
3162,H,39,6,Passable,Passable,Informatique,Doctorat,1,2,5,1,0
3163,F,23,0,Bien,Très Bien,Droit,Bac,4,4,0,1,1
3164,H,30,11,Assez Bien,Très Bien,Gestion,Licence,4,2,11,1,1
3165,H,37,3,Bien,Assez Bien,Informatique,Master,1,2,2,0,0
3166,F,26,5,Bien,Assez Bien,Marketing,Doctorat,3,4,3,1,1
3167,F,29,15,Très Bien,Assez Bien,Droit,Licence,2,3,14,0,0
3168,F,20,8,Passable,Passable,Sciences,Bac,1,3,7,1,1
3169,F,31,5,Très Bien,Assez Bien,Informatique,Master,3,4,4,1,1
3170,H,32,11,Bien,Bien,Sciences,Master,1,5,1,0,1
3171,F,28,7,Passable,Très Bien,Droit,Licence,4,5,5,1,1
3172,H,40,1,Très Bien,Passable,Sciences,Licence,2,1,0,0,1
3173,H,37,14,Bien,Assez Bien,Droit,Bac,2,4,10,0,1
3174,F,23,15,Passable,Assez Bien,Sciences,Master,1,3,2,1,1
3175,F,22,12,Très Bien,Très Bien,Marketing,Licence,4,3,12,1,1
3176,F,22,4,Passable,Bien,Gestion,Licence,2,3,4,0,1
3177,F,31,7,Bien,Très Bien,Sciences,Licence,3,3,5,0,1
3178,H,31,5,Très Bien,Très Bien,Marketing,Doctorat,1,2,1,1,1
3179,F,34,12,Bien,Très Bien,Gestion,Doctorat,3,3,7,1,0
3180,H,28,11,Passable,Bien,Droit,Licence,3,2,2,0,1
3181,F,23,7,Bien,Bien,Informatique,Doctorat,3,2,5,1,0
3182,F,40,5,Très Bien,Bien,Droit,Bac,1,2,0,0,0
3183,F,22,10,Bien,Assez Bien,Sciences,Master,1,4,2,0,1
3184,F,23,8,Passable,Assez Bien,Marketing,Licence,4,3,7,1,1
3185,F,23,5,Assez Bien,Bien,Sciences,Master,2,3,4,1,0
3186,F,22,12,Bien,Passable,Droit,Doctorat,1,1,1,0,1
3187,F,23,2,Bien,Assez Bien,Droit,Bac,4,4,1,0,1
3188,H,23,14,Assez Bien,Passable,Sciences,Doctorat,1,2,9,1,0
3189,F,24,0,Très Bien,Bien,Informatique,Doctorat,1,5,0,1,0
3190,H,40,14,Passable,Très Bien,Informatique,Licence,3,4,9,1,0
3191,H,23,1,Passable,Passable,Droit,Master,3,5,0,1,1
3192,H,29,0,Bien,Passable,Marketing,Doctorat,4,4,0,0,1
3193,H,40,2,Bien,Passable,Marketing,Licence,1,4,2,0,0
3194,F,22,8,Bien,Bien,Marketing,Bac,1,5,4,0,0
3195,H,24,0,Assez Bien,Passable,Informatique,Doctorat,3,5,0,0,0
3196,F,32,7,Assez Bien,Assez Bien,Sciences,Licence,1,2,0,1,1
